date,social_source,message,impressions,reach,saved,likes,comments,shares,plays,profile_visits
2023-07-12T18:53:20+0000,insta_post,"Limitless -

Looking to the horizon,  propelled forward by cycling and favorable winds the sense of camaraderie is tangible. These two are off on great adventures! 🚲

Visit our website jeanpierreweill.com 🛒",4055,3941,27,70,0,1,,7
2023-07-10T19:18:54+0000,insta_post,"Behind every stroke lies passion, imagination, and endless possibilities. Welcome to our art studio! 🎨",,35672,64,690,4,23,35689,
2023-07-06T18:38:11+0000,insta_post,"Amidst the warmth of summer, we raise our glasses to celebrate life's exquisite moments. 🍷🤩

Two glasses of burgundy wine stand ready for the toast of some joyous occasion. Dark red grapes and blue skies through the window suggest a rich summer moment. L’chaim! To life! 🥂",4310,4150,32,106,1,6,,4
2023-07-04T22:26:37+0000,insta_post,Who said being a grown up can’t be fun? 🪄🎨,,33391,93,734,4,103,33190,
2023-06-29T20:26:54+0000,insta_post,"Sun, water and sand. Build a castle! Build a moat! With beloved companions near, on a day such as this we have all the time in the world. ☀️⛱️🎨

Visit our website: jeanpierreweill.com",3729,3572,36,117,3,1,,16
2023-06-26T18:02:14+0000,insta_post,"🎉 Reminder! 🎨 You can now enjoy our entire Petite Collection 4X LARGER and 30% OFF! 🤩

Here’s how it works:
1️⃣ Browse our Petite Collection and find your favorite painting.
2️⃣ Note down the title of your absolute favorite.
3️⃣ Head over to the 4X larger page and enter the painting’s name.
4️⃣ Voila! Your 30% OFF will be automatically applied at checkout.
5️⃣ Sit back and relax while we send it your way!

If you have any questions, don’t hesitate to reach out. We’re here to assist you every step of the way. Happy shopping! ✨💕",,29622,180,925,15,111,30749,
2023-06-23T14:15:44+0000,insta_post,"We have some exciting news! 🎨

It's 30 OFF% on our entire Petite Collection, but make it 4X LARGER! 🤩

How does it work?
Browse our Petite Collection.
Note the title of your absolutely favorite painting.
Go to the 4X larger page and type in the name of the painitng. Your 30% OFF will be automatically applied.
Check out and we'll send it your way!

Do not hesitate to contact us if you may have any questions. We are here to help you!",2982,2730,15,36,0,3,,20
2023-06-21T17:26:50+0000,insta_post,"POV: When creativity and procrastination collide! 😅🎨 

Can you relate? 😅",,29886,33,445,6,11,30501,
2023-06-18T15:11:30+0000,insta_post,"🌟 Happy Father's Day to the creative and loving patriarch of our family art studio! 🎨🖌️ 

The project you started and which we joined has taught us invaluable life lessons. It has taught us the importance of perseverance, of embracing our mistakes as stepping stones toward growth, and of cherishing the beauty of relationship in every fleeting moment.

Thank you for being an incredible dad!

#fathersday",2731,2598,3,63,0,0,,14
2023-06-13T15:17:11+0000,insta_post,I can paint anything! 🎨👩‍🎨,,28593,83,648,5,37,27099,
2023-06-07T20:05:20+0000,insta_post,"Embrace the vibrant colors of summer with this masterpiece! 🎨

In this captivating glass painting, Pablo Picasso's iconic characters come to life, filling the bustling café scene with their unique personalities. As your gaze explores the artwork, you'll discover Picasso's self-portrait, tucked away in a quiet corner, observing the lively ambiance. 

Let the warm hues and lively strokes transport you to a sun-kissed summer day, where art and joy intertwine. 🌼✨",5119,4880,128,258,5,19,,19
2023-06-05T20:18:56+0000,insta_post,"After days of work, here are the results in seconds...

Did you like it? Let us know in the comments! 👀🎨",,32784,322,1560,66,237,31220,
2023-05-31T20:49:21+0000,insta_post,Bringing a touch of London's enchantment to your summer dreams. Step into the nostalgic carousel of vibrant colors and joyful memories. 🎠✨,3903,3867,60,165,2,3,,19
2023-05-29T20:33:02+0000,insta_post,Is it still not too late to join the trend? Here’s our version of a Wes Anderson film. 🪄🍿🎨,,24024,30,322,5,32,23530,
2023-05-24T16:14:12+0000,insta_post,"Wishing you all a meaningful and inspiring Shavuot filled with love, joy, and the blossoming of new beginnings! 🌸",2472,2307,14,42,2,3,,7
2023-05-23T15:21:26+0000,insta_post,Unleashing my palette’s magic ✨🎨,,27301,207,1364,21,112,27713,
2023-05-17T16:27:52+0000,insta_post,"Immerse your space in a symphony of colors as the ripples of dance grace the canvas. This painting captures the elegant artistry that appears effortless, yet is meticulously choreographed. The vibrant, unpretentious accents of color will infuse your home with something truly extraordinary.

Visit our website and let yourself be mesmerized by our art.

jeanpierreweill.com 🛒 shipping is free wherever you are!",,22955,201,846,12,121,24279,
2023-05-15T19:49:15+0000,insta_post,"Move over, fish! It’s time for some artistry to take the spotlight. Hold up your glass paintings like the masterpieces they are, and let’s give those anglers a run for their money! 😉🎣",,22384,31,601,9,19,23275,
2023-05-09T18:10:44+0000,insta_post,"A word about motherhood, from Davida…

Through my own motherhood journey, I've gotten a new perspective on the dedication and creativity that my own mother invested in me.

 Our relationships with our children and our relationships with our mothers, like every relationship, are a process. 

The gestures of love we give and receive - a hug, a moment of sharing, a gift - help us remember how central these connections are. 

In honor of mothers everywhere…

All orders will be AUTOMATICALLY updated to EXPEDITED shipping for FREE, until Mother's Day.",1786,1684,3,15,0,0,,1
2023-05-08T20:11:41+0000,insta_post,The magic of creation ✨. Watch as I bring this canvas to life!,,19350,86,607,10,36,20162,
2023-05-04T19:21:19+0000,insta_post,"We believe that our relationship with you is vital to our creative process. That's why we value staying in touch with you and keeping you updated through our bi-monthly newsletter. 💻📲

As a gesture of our gratitude for joining our studio family, we want to offer you a special 10% discount on our products. Look out for it in your inbox now! ✨",1576,1503,0,15,0,0,,7
2023-05-02T15:49:55+0000,insta_post,"Brushing up on my painting skills, but apparently also brushing up on my ‘I look like Mr. Bean’ skills 😂🎨",,21385,51,609,16,37,21847,
2023-04-28T13:28:29+0000,insta_post,"Add color to the space you work in. 🎨 

When our space is beautiful, we are more inclined to take care of it. We are more creative, more able to learn, and more connected to our sense of wellbeing. ✨

Buy 3 Mini 3D paintings on glass and get the 4th FREE with discount code SMILE. This weekend only, using the discount code: SMILE

Starts on Friday, April 28 at 9:00 am EST, until Monday, May 1, 2023. 🗓️

Visit our website and find beautiful art pieces: jeanpierreweill.com 🛒",2098,1995,10,14,0,0,,8
2023-04-25T15:28:16+0000,insta_post,"Ahava uses color, light, space, and shadow to add a stunning effect. Here, a vision of Jerusalem comes alive with the Beit Hamikdash, the Holy Temple, prominently placed.

According to legend, the Temple Mount is where Jacob dreamt of angels climbing up and down a ladder which reached to the heavens. This is the earthly point of connection between Heaven and Earth.

Shipping is free wherever you are.

Visit our website: jeanpierreweill.com",,23583,343,1152,44,283,25373,
2023-04-20T23:59:51+0000,insta_post,"Thursday on the studio - where every stroke of the brush is a step towards bringing art to life. Join us in our creative space and immerse yourself in the beauty of glass paintings. ✨🎨

We love having people come just to enjoy and experience the art but we also have special offers for studio visitors. 🙋🏻‍♂️🙋🏻‍♀️

You'll be greeted with coffee, and there are beautiful hikes in the area if you're interested in making a full day out of it! ☕️",2553,2401,23,54,0,2,,14
2023-04-18T00:45:15+0000,insta_post,"Heritage is a precious gift anchored in where we come from. It is a narrative, a movement, a direction in history that gives us a sense of belonging and context. ✨

With ‘Mesorah’, our newest glass painting, we invite you to connect with your inner child and allow curiosity to be your guide. 

Open your heart to the deep wisdom that comes from embracing your roots and discovering your own unique path. 🎨

Visit our website: jeanpierreweill.com 🛒

#jewish #mesorah #judaicart #jewishart",,17222,22,350,6,11,17440,
2023-04-11T15:27:50+0000,insta_post,"The Kotel represents the shared history and future that bind us together as a people, no matter how different we are as individuals. 

The three-dimensionality of this painting capitalizes on the perspective of the wall moving into the distance as the words “Hear O Israel” dance in the heavens, a testament to the Oneness that is the source of everything. 

Remembering the Temple is a theme that is interwoven through Jewish ritual life. This art piece could serve as a reminder of our connectedness, and prioritizing the things that are most important as we go about our day-to-day lives.

Shipping is free wherever you are. 🌎",1962,1820,8,33,2,0,,4
2023-04-10T15:36:38+0000,insta_post,"Double tap if you believe in the power of art to transform lives! ❤️🎨 

Our Studio is all about bringing beauty and meaning into your home. Show us some love with your likes and comments! 🫶",,19092,80,640,31,27,20418,
2023-04-05T16:39:57+0000,insta_post,"Pablo Picasso, inspiring personal growth. 40 years ago, on April 8, Picasso passed away. In Judaism, the anniversary of someone’s death is an opportunity to celebrate their life. 

This weekend get $1,500 off two paintings inspired by the greatest artists of the 20th century, using discount code: Picasso. 

 “Everything”, he said, “Everything you can imagine is real”. May we have the courage to see the real opportunities born in our imagination. 

Visit our website: jeanpierreweill.com 🛒",2077,1948,3,10,0,0,,10
2023-04-04T14:56:47+0000,insta_post,"Show us, and the algorithm that you love this art 🎨🧑‍🎨👩‍🎨",,20892,112,834,21,37,22089,
2023-03-30T18:16:23+0000,insta_post,Is all the effort worth it? Let us know in the comments! 🫶,,24243,257,1750,114,196,24902,
2023-03-28T16:17:12+0000,insta_post,"Spring has sprung in our art studio, and our glass paintings are blooming with color 🌷🎨",2797,2663,26,76,2,2,,18
2023-03-22T21:25:11+0000,insta_post,Ever wonder what hours of work look like in just a few seconds? Here’s a glimpse into the process of assembling one of our paintings 🎨🎬,,16396,184,550,10,68,16639,
2023-03-21T20:13:48+0000,insta_post,"Move things around to get a fresh perspective. The days are getting longer and sunnier. The desert landscape around us is green from the winter rains. 🌳

This week, just for you! Get 20$ off our entire Petite Collection with the discount code SPRING23.

Let your spring cleaning (slash pesach prep) inspire you to refresh your home and office with new artwork. 🌻

And remember, shipping is free wherever you are! 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",1637,1580,6,31,0,1,,10
2023-03-17T14:53:59+0000,insta_post,"Lost in the colors, found in the brushstrokes. Painting is my happy place 🎨💛

Shop via bio link. 🛒

Shipping is free wherever you are. 🌎

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",,13604,44,395,8,21,14061,
2023-03-13T20:24:49+0000,insta_post,"Shoutout to our ride or die 12 who always show us love! You’re the real ones. 😅 🫶 🎨 

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",,15696,60,732,11,14,16684,
2023-03-09T17:31:13+0000,insta_post,"At Jean Pierre Weill, we’re passionate about building safe spaces for women and children. 🎨 

This weekend, we’re putting that passion into action by donating 50% of Gallery Edition sales to a local shelter. 

Join us in making a difference. ✨ 

Visit our website: jeanpierreweill.com 🌎 

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",,13039,126,597,9,62,13391,
2023-03-06T15:53:35+0000,insta_post,"If you want to look at it for more than 5 seconds, shop our bio link 🙃

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",,16691,162,830,36,109,17829,
2023-03-02T16:34:07+0000,insta_post,"Introducing our latest creation from the studio! This vibrant art piece is part of our Mini Collection! 🎨

Say hello to Jaffa, the city of sun and water that  holds the charm of the ancient and the vibrancy of the modern. ⛵️

May the wash of the sea and the beauty of antiquity bring peace to your heart. ✨

Shipping is free wherever you are! 🌎

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",2349,2178,25,46,4,4,,17
2023-02-28T19:06:08+0000,insta_post,"We can imagine that since the creation of the Café, the coffee shop is a place where lovers meet and friendships grow ☺️.

An invitation to a friend for some coffee, is a way of inviting them to build a deeper connection ☕️.

“Cafe D’artistes”  is inspired by Vincent Van Gogh’s Cafe Terrace at Night 🌙. 

Remember that shipping is free wherever you are! 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",2760,2511,67,126,0,6,,14
2023-02-27T19:02:43+0000,insta_post,"Our obsession? Art, coffee, and more art! What is your obsession? 🎨☕️🖼️

#jeanpierreweillart #glasspainting #artwork #artfamily #artstudio",,12137,91,454,9,61,12013,
2023-02-23T15:38:02+0000,insta_post,"The magic of art 🪄 ✨

#jeanpierreweillart #glasspainting #artwork #artfmily #artstudio",,14597,112,399,12,98,15511,
2023-02-22T19:26:31+0000,insta_post,"Today we’re celebrating the “Play more cards day” with the perfect art piece: Shape of my Heart. ✨ 

Do you play card games with your family and friends? It’s the best way to unwind and a little healthy competition always spices things up. Share this with your favorite fellow game player!

Shipping is free wherever you are! 🛒 🌎 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",,11892,88,385,7,47,12381,
2023-02-21T16:37:45+0000,insta_post,"Can we show our artists some love? 🥰

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",,12957,40,356,11,22,13868,
2023-02-16T19:16:18+0000,insta_post,"It’s too hard for us to choose! Help us out, which one do you like the most? 👀

-Venice in love 👩‍❤️‍👨
-Cafe d’artistes ☕️
-Nose to nose 🐎 

Remember! Free shipping to wherever you are! 🌎

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",,11871,101,492,18,108,12719,
2023-02-14T18:15:25+0000,insta_post,"Happy Valentine's Day to all our followers! May love, color and happiness be with you day after day. 💕 
 
#jeanpierreweill #glasspainting #artwork #artfamily #artstudio #valentinesday",1019,945,2,14,0,0,,1
2023-02-13T19:53:58+0000,insta_post,"Happy almost Valentine’s Day! 💝

We leave you with the unboxing of one of our top pieces “Small Things”... 

Often it’s the small things, that makes a day wonderful. 💐

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",,9669,130,353,3,36,10168,
2023-02-09T20:16:53+0000,insta_post,"Whose presence makes your heart flutter? Who makes you feel warm in your heart? Who holds the safety of love for you? 💕 

This February is a wonderful time to remind them how you feel. Use discount code Love20 and when you buy 2 art pieces, you get 20% OFF everything. 🎁 

Visit our website: jeanpierreweill.com 

Shipping is free wherever you are! 🗺️ 

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",1029,966,5,18,0,0,,2
2023-02-08T17:21:54+0000,insta_post,"- City of Peace -

Translucent paints and fluid brushstrokes create a sense of movement and flow in City of Peace, a fantastical depiction of a Jerusalem overflowing with a sense of abundance symbolized by flowers and fruit. This painting is replete with symbols of Jerusalem’s rich history and the promise of future peace. 

And remember, we have a sale! Use our discount code Love20 when you buy any two 3d paintings on glass and get 20% off.

Shipping is free wherever you are.

#jeanpierreweill #glasspainting #artstudio #artwork #artfamily",,9426,53,269,2,24,9499,
2023-02-06T23:12:12+0000,insta_post,"Looks so much better 😌 🎨 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",,11391,194,551,20,128,12619,
2023-02-02T17:47:06+0000,insta_post,"Each piece of art has its own personality! Which one do you like the most? 🎨✨

#jeanpierreweillart #glasspainting #artwork #artstudio #artfamily",,8616,50,251,4,18,8751,
2023-02-01T20:02:08+0000,insta_post,"When it comes to love, it takes two to tango. 

A couple dances in a forest path. They feel that the moon shines just for them. This is the experience of “Moonlight Dance”. 💃 

This February is a wonderful time to remind a loved one how you feel. 🎁 

Use our discount code Love20 when you buy any two 3d paintings on glass and get 20% off. ✨ 

And now, get free expedited shipping with discount code shipfree, so it will be in your hands on Valentine’s Day. 🫶

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",,9600,44,233,3,10,10094,
2023-01-31T17:54:23+0000,insta_post,"Just one of many pieces on sale for Valentine's Day, this is ""Beginnings"". 💕 

A walk outdoors is an opportunity to remember how precious life is, how dynamic, how full of possibilities. It is the perfect time to fall in love.

Make the most of this occasion to thank someone you love for walking with you 🎁 

Use our discount code Love20 and buy any two 3d paintings on glass and get 20% off your entire purchase.

Shipping is free to wherever you are! Visit our website to find art perfect for you. 🛒 

#jeanpierreweill #glasspainting #artfamily #artstudio #artwork",,7938,31,161,0,10,7994,
2023-01-26T23:39:09+0000,insta_post,"In the studio here we’re already preparing all your gifts for Valentine's Day! Have you already ordered your present yet? 🎨

Visit our website and find the best one for your loved one.

Shipping is free anywhere in the world. 🛒🌎

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",1371,1303,7,42,1,0,,7
2023-01-25T22:57:37+0000,insta_post,"In Milk and Honey, the promise of what Jerusalem - Ir Shalem - City of Peace - is in her heart, comes alive. 
 
Look carefully, and you will find hints of the seven species of the Holy Land interspersed throughout the painting, representing the rich bounty that the Land of Israel holds in her potential and in her reality.
 
#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",,8774,64,367,14,43,8660,
2023-01-23T18:14:35+0000,insta_post,"Let’s talk about the endless “final touches”… 🫣😅
 
Can anyone else can relate? 🎨
 
#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",,8773,22,201,3,5,9343,
2023-01-20T15:28:34+0000,insta_post,"Because relationships matter, knowing how to show love for others and care for yourself is an art of its own. This Valentine’s Day, give yourself and your loved one the gift of art. 🎨 

Use discount code Love20 for 20% off when you buy two of our art pieces. 💕 

Visit our website and find that special gift. Link is in our bio. 🛒 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",1039,947,1,22,0,0,,4
2023-01-18T15:52:48+0000,insta_post,"Juno joins us in the studio when it's too rainy to be outdoors. She brings a cheerful, tail-wagging hominess to the studio on wintry days ⛈️

#jeanpierreweill #artwork #artstudio #artfamily",1081,1006,0,35,1,0,,4
2023-01-17T18:18:42+0000,insta_post,"It’s looking to be a beautiful year, and we’re reveling in art and color with new surprises on the way! 

Can you guess the name of this coming-soon painting? 👀 

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",,7039,8,140,2,4,7274,
2023-01-11T20:32:57+0000,insta_post,"Art and music moves our hearts.
 
Undoubtedly, both art and music are constantly present in our lives. For that reason, we have created unique pieces for those music lovers, representing the passion they feel with the different notes, rhythms and sounds. 
 
Visit our website!
 
#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",997,928,0,26,0,0,,4
2023-01-10T21:14:49+0000,insta_post,Honestly… We love the feeling of having paint on our hands. 🎨🖐️🎨,,8079,18,163,7,7,8112,
2023-01-09T21:19:12+0000,insta_post,"It’s a work in progress over here… 🎨

#jeanpierreweillart #glasspainting #artwork #artstudio #artfamily",,9130,73,269,1,39,9978,
2023-01-05T21:04:23+0000,insta_post,"Welcome to our world of 🎨, inspiration and passion!

Every day in the studio, we work to bring you the best of us. Thank you for being part of our family. 

- From all of us at Jean Pierre Weill Studios.

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",,7525,27,196,5,12,7632,
2023-01-04T15:41:32+0000,insta_post,"A little bit of the creation process of one of our minis. We hope you enjoy it as much as we do. 🎨 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",,9642,278,395,8,68,10294,
2023-01-02T20:03:15+0000,insta_post,"We are excited to be heading into a new year with you. Our resolution for 2023 is to continue wowing you with beautiful and meaningful art! 🎨

#jeanpierreweillart #glasspainting #artwork #artfamily #artstudio",,7193,21,236,7,19,7270,
2022-12-30T16:38:55+0000,insta_post,"The Jean Pierre Weill Studios team wishes you a Happy New Year! ✨ 

#jeanpierreweill #artfamily #artwork #artstudio #glasspainting",1090,983,4,19,0,0,,7
2022-12-29T20:23:29+0000,insta_post,"Good bye 2022! 🎨

We are grateful to you for bringing our art into your homes. May 2023 be a year of togetherness, color and joy!

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",,8344,31,215,4,12,8340,
2022-12-27T19:34:01+0000,insta_post,"Hours and hours of painting during this 2022 and we can only say, thank you! Thank you for supporting our dream, our talent and our love for painting. ❤️🎨

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",,6317,3,103,1,3,6490,
2022-12-22T22:25:18+0000,insta_post,"Thank you for supporting our art studio. We hope that during this time, you can be surrounded by the ones you love the most. 

Happy Holidays. ✨ 

- Jean Pierre Weill Studio. 🎨 

#jeanpierreweill #glasspainting #artstudio #artwork #artfamily",860,795,0,19,0,0,,5
2022-12-20T19:05:44+0000,insta_post,"We have a surprise for you! 🎁 
 
We know how important it is for you to show your loved ones how much you love them. For that reason, we have decided to discount our Petite and Classique Collection with 15% off. 🎄 
 
Visit our website now and find the best gift.
 
Only between December 22nd and 26th.
 
Link in our Bio! 🛒 
 
#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",750,678,0,18,0,0,,6
2022-12-19T19:23:24+0000,insta_post,"Honestly, we always want more! 🫣 

Does it happen to you too? 🎨 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",,6006,7,131,3,3,6093,
2022-12-16T15:13:44+0000,insta_post,"This is the time of year in which we celebrate light. Light is a symbol of hope and clarity. 
 
Our inner light intensifies when we acknowledge and honor it. ✨ 
 
Honor the loved ones in your life this holiday season by giving them art. For this reason, our Classique Collection is 35% OFF using the code LIGHT35, only this weekend.
 
Shipping is free wherever you are, visit our website: jeanpierreweill.com 🛒 
 
Happy Holidays! 🎄 
 
#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",998,892,1,22,0,0,,10
2022-12-13T23:04:54+0000,insta_post,"Christmas is almost here! 🎄 
 
When someone knows how you like your coffee, the way you fold your shirts, your favorite flower, it means something. One way we show we care is by paying attention to every small detail. ❤️ 
 
Our Holiday editions of Wildflowers, Home and Water Yourself incorporate the colors of this holiday season. They are available online only until Dec 31st. 
 
Shipping is free wherever you are! 🛒 
 
#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",,5926,69,196,2,20,6220,
2022-12-12T16:50:50+0000,insta_post,"It’s the slow turn for us 😏 

We feature unique pieces of art that are ready to be delivered anywhere in the world. 
 
Check out our website: jeanpierreweill.com 
 
Shipping is free wherever you are!
 
#jeanpierreweill #glasspainting #artstudio #artfamily #artwork",,8802,49,525,12,38,8637,
2022-12-07T21:11:21+0000,insta_post,"Audrey Hepburn had an inner grace that shone outward. She left behind a legacy of beauty, elegance, and strength.
 
“For beautiful eyes, look for the good in others; for beautiful lips, speak only words of kindness; and for poise, walk with the knowledge that you are never alone.” ~ Audrey
 
Link is in our bio. 
Shipment is free wherever you are! 🛒 
 
#jeanpierreweill #glasspainting #artfamily #artstudio #artwork #audreyhepburn",,5190,19,127,3,14,5256,
2022-12-06T17:10:22+0000,insta_post,"Creative minds are at work here!
 
Our studio is where we get to be creative and have fun while working together. It's our safe space where ideas flow and we can do what we love most—create!
 
#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",1353,1200,12,47,2,1,,10
2022-12-05T20:02:13+0000,insta_post,"Honestly, this is what our phone albums look like. 🎨 

Would you pay? 🫣 

#jeanpierreweill #artwork #artfamily #artstudio",,6238,13,138,0,0,5966,
2022-12-01T16:39:54+0000,insta_post,"Colorful and vibrant, our paintings are full of insight and emotion. 🖌️ 

Follow us to watch the process and see each brushstroke turn into a masterpiece. ✨

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",1683,1554,8,46,3,1,,19
2022-11-29T21:26:11+0000,insta_post,"It’s the season of joy! There’s no feeling that’s more satisfying than knowing that our art brings joy, day by day. 

What makes you feel happy? 🥰

#jeanpierreweillart #jeanpierreweill #glasspainting #artwork #artfamily #artstudio",,4935,20,143,5,6,5224,
2022-11-28T20:45:22+0000,insta_post,"Don’t miss this opportunity to show your loved ones how much you love them. 🎄 ❤️ 

The pieces of our ‘Mini Collection’ are 10% off. 

Visit our website to shop jeanpierreweill.com. Ends Nov 30th 🛒 

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",,4259,60,153,3,11,5432,
2022-11-23T20:07:34+0000,insta_post,"The holidays are on their way and we know it's important for you to show your loved ones how much you love them. ❤️ 

That's why our discounts are available NOW, so the gifts you choose for your loved ones will arrive just in time. 🎄  Give the gift of art and shop now on https://jeanpierreweill.com/ 🎨 

#jeanpierreweill #artstudio #artfamily #artwork #blackfriday #blacknovember",497,464,0,9,0,0,,0
2022-11-22T15:48:56+0000,insta_post,"It’s the small things: 

When they know how you like your coffee.

The squeeze in their hug.

The flower that says ""I love you."" ❤️

Little gestures mirror big love and we have the perfect mini ways to show your loved ones how much you appreciate them! A sweet message that will remind them of your love all year round. 

This Thanksgiving, 10% off.

#jeanpierreweill #glasspainting #artstudio #artfamily #artwork",597,550,14,36,0,0,,6
2022-11-21T17:05:28+0000,insta_post,"Do my hands match my art? Let me know what you think... 🎨 

#jeanpierreweill #glasspainting #artstudio #artwork #artfamily",,4425,9,153,3,1,7240,
2022-11-16T18:29:52+0000,insta_post,"Nose to Nose.🎨

Warm bodies and splatters of color. Hunched riders and panting horses. The energy and adrenaline of the race is apparent in every line of this painting.

Every horse and every rider is bent on one thing: reaching the finish line first. In a clatter of hooves and muscle, they gallop nose-to-nose.

#jeanpierreweill #glasspainting #3dart #artstudio #artfamily #artwork",,5712,59,373,15,36,9166,
2022-11-15T18:56:49+0000,insta_post,"It happens more than you think.... 🫣

#jeanpierreweill #glasspainting #artfamily #artstudio #artwork",,3745,13,224,9,2,8554,
2022-11-14T19:57:48+0000,insta_post,"Hi! My name is Safira and I’m the Art Director at Jean Pierre Weil Studios. 🎨 

I am excited to share with you the work we developed in our art workshop. Each piece is made with love, patience and dedication to give you the best of ourselves. ✨ 

Here are some of the art pieces from our collection that are on discount for this month. Shipping is free wherever you are! 🛒 

#jeanpierreweill #artwork #artfamily #artstudio #glasspainting #3dpainting",,4291,16,185,10,8,5846,
2022-11-10T17:22:19+0000,insta_post,"Hello!

Week by week, we’re proud to show our work that we do with passion and patience for you. Thanks for being part of our family! 🎨 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",,4075,151,3254,36,31,43092,
2022-11-09T18:22:32+0000,insta_post,"As a multigenerational family studio, we understand the needs of our customers. This year, we specifically started the Black Friday sales earlier so that you have time to shop and receive everything without worrying about shipping delays. 🎄 🛒 

Shop on our website (jeanpierreweill.com)! 🛒 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio #blacknovember #blacksale",360,331,2,263,0,0,,1
2022-11-07T17:28:10+0000,insta_post,"Truly we don’t have a problem, we have a collection! 🎨

What does your collection look like? 🖌

#jeanpierreweill #glasspainting #3dpainting #collection #artwork #artstudio #artfamily",,3560,19,101,0,1,4924,
2022-11-05T23:25:59+0000,insta_post,"Today is the anniversary of the passing of Mama Rochel. 

Rachel, the Biblical Matriarch, was so beautiful Jacob fell in love with her at first sight. Tradition says that she was buried by the road so that she could comfort her children as they were sent into exile.

Her tomb is a holy site of prayer for Jews, Christians and Muslims.

This 3D painting on glass of Rachel’s Tomb is available on Amazon and JeanPierreWeill.com for 25% off as part of our Black November Sale.

#mamarochel #yartzeit #rachelstomb #jewish #israel  #artwork #artstudio",,4399,46,120,1,9,5364,
2022-11-03T20:19:20+0000,insta_post,"Our Black November Sale is here! 

Gallery Editions: 40% off
Classique Collection: $100 off
Petite Collection: 25% off
Mini Collection: 10% off

Shop now on https://jeanpierreweill.com/ 🛒 

#jeanpierreweill #glasspainting #blacknovember #discounts #artwork #artstudio #artfamily",,3350,33,150,4,16,3971,
2022-11-02T14:33:14+0000,insta_post,"Two important things are coming up - Black Friday and holiday shopping! We're starting our BIGGEST sale of the year NOW so that you have time to shop and receive everything without worrying about shipping delays during this busy time. 🛒

Black November Sale:

Gallery Editions: 40% off
Classique Collection: $100 off
Petite Collection: 25% off
Mini Collection: 10% off

#jeanpierreweill #glasspainting #blacknovember #discounts #artwork #artstudio #artfamily",296,281,0,13,0,0,,0
2022-10-31T20:01:25+0000,insta_post,"Always trust the process, it is worth it 🎨 

#jeanpierreweill #glasspainting #artwork #artstudio",,2933,39,680,3,15,26890,
2022-10-26T17:39:31+0000,insta_post,"We love working with organizations that care about supporting local ventures and getting them out in the world. 

For the past few years, we have been working with Lev Haolam, an organization that buys and distributes products from local artisans in Judea and Samaria and brings them to homes around the planet.

Lev Haolam subscribers help businesses increase production, create new jobs and stimulate the growth and development of Israel. 

#levhaolam #glasspainting #jeanpierreweill #artwork #artfamily #artstudio",,2839,15,75,0,0,3628,
2022-10-25T21:36:44+0000,insta_post,"Each piece of glass is carefully and meticulously assembled to bring you a piece that you can stare at for days, a piece you can fall in love with over and over again. ❤️💕🥰

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",,2933,148,319,7,61,5440,
2022-10-24T15:00:22+0000,insta_post,"The colors of autumn inspire us. The leaves swirling in the breeze, the changing light. There is something about this time of year that feels fresh for new beginnings. A time to reflect on the past year and set intentions for the next one.

Art has a way of helping us see things in a new light, of giving us a fresh perspective. Take some time to create something new. 

At this time of the year, our creativity is at its peak, with all the scents, colors and textures. Does this also happen to you?

#jeanpierreweill #autumn #creativity #glasspainting #artfamily #artstudio",522,515,4,34,2,2,,0
