month,order_id,billing_city,customer_id,product_id,product_price,product_title,product_type,variant_id,variant_sku,variant_title,api_client_title,shipping_city,market_name,total_sales,discounts,orders,customers,net_quantity,ordered_item_quantity
2023-04,5209554944230,Le Vésinet,6856480424166,6179810823,169.000,Moonlight Dance,Gift Collection,32493353861258,PCmoonlB,Black,Online Store,Le Grand Saconnex,International,169.000,0.000,1,1,1,1
2023-04,5227684856038,Beaverton,6958433042662,0,0.000,,,0,,,Online Store,Beaverton,United States,0.000,0.000,0,0,0,0
2023-04,5238274818278,Chicago,5483718410395,4806031704202,69.000,Soar!,Mini,33210402242698,MCsoarB,Black,Online Store,Glenview,United States,69.000,0.000,1,1,1,1
2023-04,5227602247910,Springfield,6046357258470,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Springfield,United States,10.000,0.000,1,1,1,1
2023-04,5209972408550,Nudgee,6858119741670,4826408681610,69.000,Jerusalem,Mini,33259121344650,MCjerusB,Black,Online Store,Nudgee,International,69.000,0.000,1,1,1,1
2023-04,5227602247910,Springfield,6046357258470,4826526285962,69.000,Beginnings,Mini,33259441094794,MCbeginB,Black,Online Store,Springfield,United States,69.000,0.000,1,1,1,1
2023-04,5224907505894,Desenzano Del Garda,6737462952166,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Desenzano Del Garda,International,10.000,0.000,1,1,1,1
2023-04,5247169626342,Benson,6929959387366,0,0.000,,,0,,,Online Store,Benson,United States,0.000,0.000,0,0,0,0
2023-04,5224907505894,Desenzano Del Garda,6737462952166,0,0.000,,,0,,,Online Store,Desenzano Del Garda,International,0.000,0.000,0,0,0,0
2023-04,5217206501606,Manchester,6898103189734,0,0.000,,,0,,,Online Store,Manchester,International,0.000,0.000,0,0,0,0
2023-04,5209456509158,Dordrecht,6856152514790,0,0.000,,,0,,,Online Store,Dordrecht,International,0.000,0.000,0,0,0,0
2023-04,5223308165350,Placentia,6933165474022,4826652835978,69.000,Wonder,Mini,33259816648842,MCwondeB,Black,Online Store,Placentia,United States,69.000,0.000,1,1,1,1
2023-04,5244381397222,Buffalo,7041760362726,5280931414171,69.000,Small Things,Mini,34575590981787,MCsmallB,Black,Online Store,Buffalo,United States,138.000,0.000,1,1,2,2
2023-04,5211562967270,Avon Lake,6868239712486,0,0.000,,,0,,,Online Store,Avon Lake,United States,0.000,0.000,0,0,0,0
2023-04,5244381397222,Buffalo,7041760362726,5906123686043,69.000,Tree of Purple Hearts,Mini,37053196927131,MCtophB,Black,Online Store,Buffalo,United States,138.000,0.000,1,1,2,2
2023-04,5215241601254,Liberty Twp,5178599538843,5906123686043,69.000,Tree of Purple Hearts,Mini,37053196959899,MCtophC,Cream,Online Store,Liberty Twp,United States,69.000,0.000,1,1,1,1
2023-04,5227159060710,Finchley,6955636883686,4826526285962,69.000,Beginnings,Mini,33259441094794,MCbeginB,Black,Online Store,London,International,69.000,0.000,1,1,1,1
2023-04,5249023377638,San Mateo,5201766318235,4826277413002,69.000,Herodium,Mini,33258759291018,MCherodW,Wood,Online Store,San Mateo,United States,138.000,0.000,1,1,2,2
2023-04,5211562967270,Avon Lake,6868239712486,4612025942154,169.000,Goat on Balcony,Gift Collection,32492997116042,PCgoatoB,Black,Online Store,Avon Lake,United States,152.100,-16.900,1,1,1,1
2023-04,5229671383270,Valley Village,6971635957990,0,0.000,,,0,,,Online Store,Valley Village,United States,15.000,0.000,0,0,0,0
2023-04,5217117864166,Forest City,5200906518683,5280920141979,69.000,Home,Mini,34575525183643,MChomeB,Black / Standard,Online Store,Forest City,United States,69.000,0.000,1,1,1,1
2023-04,5224967831782,West Plains,5926661554406,8151177986278,169.000,Mesorah,Gift Collection,43671957536998,,Black,Online Store,West Plains,United States,152.100,-16.900,1,1,1,1
2023-04,5243579728102,Weston,5588314488987,0,0.000,,,0,,,Online Store,Weston,United States,0.000,0.000,0,0,0,0
2023-04,5229671383270,Valley Village,6971635957990,8145538744550,69.000,Jaffa,Mini,43661784678630,,Black,Online Store,Valley Village,United States,69.000,0.000,1,1,1,1
2023-04,5224894562534,West Hempstead,6420014104806,0,0.000,,,0,,,Online Store,West Hempstead,United States,0.000,0.000,0,0,0,0
2023-05,5290236117222,University Place,4468801011867,0,0.000,,,0,,,Online Store,University Place,United States,0.000,0.000,0,0,0,0
2023-05,5263301705958,Toronto,5253975572635,6306514567,169.000,Venice Autumn,Gift Collection,32493351075978,PCvenicB,Black,Online Store,Marinha Grande,International,169.000,0.000,1,1,1,1
2023-05,5284083663078,Springfield,7202716942566,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Springfield,United States,10.000,0.000,1,1,1,1
2023-05,5284083663078,Springfield,7202716942566,0,0.000,,,0,,,Online Store,Springfield,United States,0.000,0.000,0,0,0,0
2023-05,5284083663078,Springfield,7202716942566,4826452033674,69.000,Western Wall,Mini,33259238523018,MCwesteB,Black,Online Store,Springfield,United States,69.000,0.000,1,1,1,1
2023-05,5282744762598,Wheeling,4192573751451,5280927514779,69.000,Water Yourself,Mini,34575556804763,MCwateLC,Cream,Online Store,Wheeling,United States,69.000,0.000,1,1,1,1
2023-05,5282744762598,Wheeling,4192573751451,0,0.000,,,0,,,Online Store,Wheeling,United States,0.000,0.000,0,0,0,0
2023-05,5282744762598,Wheeling,4192573751451,4826452033674,69.000,Western Wall,Mini,33259238555786,MCwesteC,Cream,Online Store,Wheeling,United States,69.000,0.000,1,1,1,1
2023-05,5291240915174,Maple Grove,7230556766438,6160174791,169.000,Fiddler on the Roof,Gift Collection,32493186154634,PCfiddlB,Black,Online Store,Maple Grove,United States,169.000,0.000,1,1,1,1
2023-05,5291240915174,Maple Grove,7230556766438,0,0.000,,,0,,,Online Store,Maple Grove,United States,15.000,0.000,0,0,0,0
2023-05,5253044601062,Queens,7079317176550,0,0.000,,,0,,,Online Store,Surrey,International,0.000,0.000,0,0,0,0
2023-05,5253044601062,Queens,7079317176550,6129484398747,169.000,Wildflowers,Gift Collection,37806903885979,PCwildfC,Cream / Standard,Online Store,Surrey,International,169.000,0.000,1,1,1,1
2023-05,5287765770470,Stamford,7225709330662,0,0.000,,,0,,,Online Store,Stamford,United States,15.000,0.000,0,0,0,0
2023-05,5287765770470,Stamford,7225709330662,5453242728603,79.000,Ruth,,35297301823643,,,Online Store,Stamford,United States,79.000,0.000,1,1,1,1
2023-05,5263301705958,Toronto,5253975572635,0,0.000,,,0,,,Online Store,Marinha Grande,International,0.000,0.000,0,0,0,0
2023-05,5251475276006,Webster Springs,5113275056283,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Webster Springs,United States,10.000,0.000,1,1,1,1
2023-05,5251475276006,Webster Springs,5113275056283,0,0.000,,,0,,,Online Store,Webster Springs,United States,0.000,0.000,0,0,0,0
2023-05,5251475276006,Webster Springs,5113275056283,4826366673034,69.000,Together,Mini,33258994925706,MCtogetB,Black,Online Store,Webster Springs,United States,69.000,0.000,1,1,1,1
2023-05,5265879531750,Corte Madera,6646972809446,5280931414171,69.000,Small Things,Mini,34575590981787,MCsmallB,Black,Online Store,Los Angeles,United States,69.000,0.000,1,1,1,1
2023-05,5265879531750,Corte Madera,6646972809446,0,0.000,,,0,,,Online Store,Los Angeles,United States,0.000,0.000,0,0,0,0
2023-05,5291089264870,Toronto,7186247516390,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Rishon Lezion,International,9.000,-0.850,1,1,1,1
2023-05,5291089264870,Toronto,7186247516390,4796659433610,69.000,Love,Mini,43417907527910,,Black / Hebrew,Online Store,Rishon Lezion,International,62.100,-5.890,1,1,1,1
2023-05,5291089264870,Toronto,7186247516390,0,0.000,,,0,,,Online Store,Rishon Lezion,International,15.000,0.000,0,0,0,0
2023-05,5288048263398,Englewood,5966185234662,0,0.000,,,0,,,Online Store,Englewood,United States,15.000,0.000,0,0,0,0
2023-05,5288048263398,Englewood,5966185234662,6306419079,169.000,Cranes in Winter,Gift Collection,32493198704778,PCcraneB,Black,Online Store,Englewood,United States,169.000,0.000,1,1,1,1
2023-05,5290963599590,Los Angeles,6167414178022,0,0.000,,,0,,,Online Store,Tel Aviv,International,0.000,0.000,0,0,0,0
2023-05,5290963599590,Los Angeles,6167414178022,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Tel Aviv,International,10.000,0.000,1,1,1,1
2023-05,5290963599590,Los Angeles,6167414178022,4826366673034,69.000,Together,Mini,33258994925706,MCtogetB,Black,Online Store,Tel Aviv,International,69.000,0.000,1,1,1,1
2023-05,5291959746790,Huntington Woods,6622440325350,6202345927,169.000,Shalom,Gift Collection,32493286621322,PCshaloB,Black,Online Store,Keego Harbor,United States,169.000,0.000,1,1,1,1
2023-05,5291959746790,Huntington Woods,6622440325350,0,0.000,,,0,,,Online Store,Keego Harbor,United States,0.000,0.000,0,0,0,0
2023-05,5271909302502,Fort Lee,5370158710939,0,0.000,,,0,,,Online Store,Southbury,United States,0.000,0.000,0,0,0,0
2023-05,5271909302502,Fort Lee,5370158710939,4826366673034,69.000,Together,Mini,33258994925706,MCtogetB,Black,Online Store,Southbury,United States,69.000,0.000,1,1,1,1
2023-05,5285690310886,Auburn,7213271941350,0,0.000,,,0,,,Online Store,Auburn,United States,0.000,0.000,0,0,0,0
2023-05,5285690310886,Auburn,7213271941350,4612049404042,169.000,Open Birdcage,Gift Collection,32492984369290,PCopenbC,Cream,Online Store,Auburn,United States,169.000,0.000,1,1,1,1
2023-05,5250295759078,Powell,5583397224603,4826366673034,69.000,Together,Mini,33258994925706,MCtogetB,Black,Online Store,Powell,United States,69.000,0.000,1,1,1,1
2023-05,5250295759078,Powell,5583397224603,0,0.000,,,0,,,Online Store,Powell,United States,0.000,0.000,0,0,0,0
2023-05,5265681088742,Omaha,7109479334118,8145538744550,69.000,Jaffa,Mini,43661784678630,,Black,Online Store,Omaha,United States,69.000,0.000,1,1,1,1
2023-05,5265681088742,Omaha,7109479334118,0,0.000,,,0,,,Online Store,Omaha,United States,0.000,0.000,0,0,0,0
2023-05,5259100520678,Sugar Land,5224317485211,5280932626587,69.000,Daydreams,Mini,34575601762459,MCdaydrC,Cream,Online Store,Sugar Land,United States,69.000,0.000,1,1,1,1
2023-05,5259100520678,Sugar Land,5224317485211,0,0.000,,,0,,,Online Store,Sugar Land,United States,0.000,0.000,0,0,0,0
2023-05,5259100520678,Sugar Land,5224317485211,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Sugar Land,United States,10.000,0.000,1,1,1,1
2023-05,5250304508134,Powell,5583397224603,4826253754506,69.000,Fiddler,Mini,33258703978634,MCfiddlB,Black,Online Store,Powell,United States,69.000,0.000,1,1,1,1
2023-05,5250304508134,Powell,5583397224603,0,0.000,,,0,,,Online Store,Powell,United States,0.000,0.000,0,0,0,0
2023-05,5266215174374,Pomona,7112952840422,0,0.000,,,0,,,Online Store,Borehamwood,International,0.000,0.000,0,0,0,0
2023-05,5266215174374,Pomona,7112952840422,5755818934427,169.000,Feathers,Gift Collection,36586571169947,PCfeathB,Black,Online Store,Borehamwood,International,169.000,0.000,1,1,1,1
2023-05,5249786216678,Chino,4453372133531,4816345923722,69.000,Cat,Mini,33233301373066,MCcatB,Black,Online Store,Chino,United States,69.000,0.000,1,1,1,1
2023-05,5249786216678,Chino,4453372133531,0,0.000,,,0,,,Online Store,Chino,United States,0.000,0.000,0,0,0,0
2023-05,5259432329446,Franklin,4297215901851,0,0.000,,,0,,,Online Store,Franklin,United States,0.000,0.000,0,0,0,0
2023-05,5259432329446,Franklin,4297215901851,5280927514779,69.000,Water Yourself,Mini,34575556804763,MCwateLC,Cream,Online Store,Franklin,United States,69.000,0.000,1,1,1,1
2023-05,5290236117222,University Place,4468801011867,4605089349770,169.000,Child on Beach,Gift Collection,32493160038538,PCchildB,Black,Online Store,University Place,United States,169.000,0.000,1,1,1,1
2023-05,5276685795558,Sestu,7158959374566,0,0.000,,,0,,,Online Store,Sestu,International,15.000,0.000,0,0,0,0
2023-05,5276685795558,Sestu,7158959374566,6203234119,169.000,A moment's rest,Gift Collection,32493203882122,PCamomeB,Black,Online Store,Sestu,International,152.100,-16.900,1,1,1,1
2023-06,5318229131494,Austin,7346594218214,1474303557684,530.000,Moonlit Dancers,Classique,41153168965787,CCmoonlB,,Online Store,Montrose,United States,530.000,0.000,1,1,1,1
2023-06,5324885885158,Lawrence Township,3858920276123,0,0.000,,,0,,,Online Store,Philadelphia,United States,0.000,0.000,0,0,0,0
2023-06,5299007357158,Oakhurst,7258922909926,5906123686043,79.000,Tree of Purple Hearts,Mini,37053196927131,MCtophB,Black,Online Store,Oakhurst,United States,69.520,-9.480,1,1,1,1
2023-06,5299007357158,Oakhurst,7258922909926,0,0.000,,,0,,,Online Store,Oakhurst,United States,0.000,0.000,0,0,0,0
2023-06,5297075912934,Osterville,7203122053350,0,0.000,,,0,,,Online Store,Haverhill,United States,0.000,0.000,0,0,0,0
2023-06,5297075912934,Osterville,7203122053350,6203234119,189.000,A moment's rest,Gift Collection,32493203882122,PCamomeB,Black,Online Store,Haverhill,United States,166.320,-22.680,1,1,1,1
2023-06,5320561066214,Eschweiler,4282488914075,0,0.000,,,0,,,Online Store,Eschweiler,International,0.000,0.000,0,0,0,0
2023-06,5320561066214,Eschweiler,4282488914075,8226437955814,370.000,Your favorite Petite 4x larger,,43800461508838,,,Online Store,Eschweiler,International,370.000,0.000,1,1,1,1
2023-06,5315546317030,Tucson,501875277876,0,0.000,,,0,,,Online Store,Greenwood Village,United States,0.000,0.000,0,0,0,0
2023-06,5315546317030,Tucson,501875277876,4612036624522,189.000,Jerusalem Prayer,Gift Collection,32492898484362,PCjerusC,Cream,Online Store,Greenwood Village,United States,189.000,0.000,1,1,1,1
2023-06,5297023156454,Auburn,4429319798939,0,0.000,,,0,,,Online Store,Auburn,United States,15.000,0.000,0,0,0,0
2023-06,5297023156454,Auburn,4429319798939,4826470842506,79.000,Mazal,Mini,33259296129162,MCmazalB,Black,Online Store,Auburn,United States,69.520,-9.480,1,1,1,1
2023-06,5308454764774,Huntington Woods,6622440325350,8151177986278,189.000,Mesorah,Gift Collection,43671957536998,,Black,Online Store,Boston,United States,189.000,0.000,1,1,1,1
2023-06,5308454764774,Huntington Woods,6622440325350,0,0.000,,,0,,,Online Store,Boston,United States,-20.000,0.000,0,0,0,0
2023-06,5297340186854,West Orange,6366061232358,0,0.000,,,0,,,Online Store,West Orange,United States,15.000,0.000,0,0,0,0
2023-06,5297340186854,West Orange,6366061232358,4826638155914,79.000,Dove,Mini,33259773198474,MCdoveB,Black,Online Store,West Orange,United States,69.520,-9.480,1,1,1,1
2023-06,5318408667366,Morristown,6027579424998,7941422907622,189.000,Italian Pastel,Gift Collection,43270753059046,,Cream,Online Store,Morristown,United States,166.320,-22.680,1,1,1,1
2023-06,5318408667366,Morristown,6027579424998,0,0.000,,,0,,,Online Store,Morristown,United States,15.000,0.000,0,0,0,0
2023-06,5319531921638,Eschweiler,4282488914075,8226437955814,370.000,Your favorite Petite 4x larger,,43800461508838,,,Online Store,Eschweiler,International,740.000,0.000,1,1,2,2
2023-06,5319531921638,Eschweiler,4282488914075,0,0.000,,,0,,,Online Store,Eschweiler,International,0.000,0.000,0,0,0,0
2023-06,5303887823078,Los Angeles,6167414178022,4826366673034,79.000,Together,Mini,33258994925706,MCtogetB,Black,Online Store,Tel Aviv,International,79.000,0.000,1,1,1,1
2023-06,5303887823078,Los Angeles,6167414178022,0,0.000,,,0,,,Online Store,Tel Aviv,International,0.000,0.000,0,0,0,0
2023-06,5303887823078,Los Angeles,6167414178022,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Tel Aviv,International,10.000,0.000,1,1,1,1
2023-06,5326738391270,Rijswijk,7345768366310,0,0.000,,,0,,,Online Store,Rijswijk,International,0.000,0.000,0,0,0,0
2023-06,5326738391270,Rijswijk,7345768366310,6203198151,189.000,Paris Morning,Gift Collection,32493273153674,PCparisB,Black,Online Store,Rijswijk,International,170.100,-18.900,1,1,1,1
2023-06,5296002957542,Maple Grove,7230556766438,4600669896842,189.000,Kotel,Gift Collection,32493256441994,PCkotelB,Black,Online Store,Maple Grove,United States,189.000,0.000,1,1,1,1
2023-06,5296002957542,Maple Grove,7230556766438,0,0.000,,,0,,,Online Store,Maple Grove,United States,15.000,0.000,0,0,0,0
2023-06,5305139822822,Huntsville,7293863428326,5906079547547,79.000,Tree of Orange Hearts,Mini,37053058220187,MCtoohB,Black,Online Store,Clarksville,United States,79.000,0.000,1,1,1,1
2023-06,5305139822822,Huntsville,7293863428326,0,0.000,,,0,,,Online Store,Clarksville,United States,0.000,0.000,0,0,0,0
2023-06,5308735783142,Mt. Pleasant,7312182378726,0,0.000,,,0,,,Online Store,Mt. Pleasant,United States,0.000,0.000,0,0,0,0
2023-06,5308735783142,Mt. Pleasant,7312182378726,6203198151,189.000,Paris Morning,Gift Collection,32493273153674,PCparisB,Black,Online Store,Mt. Pleasant,United States,189.000,0.000,1,1,1,1
2023-06,5313622507750,West Hempstead,6420014104806,8226437955814,370.000,Your favorite Petite 4x larger,,43800461508838,,,Online Store,West Hempstead,United States,370.000,0.000,1,1,1,1
2023-06,5313622507750,West Hempstead,6420014104806,0,0.000,,,0,,,Online Store,West Hempstead,United States,0.000,0.000,0,0,0,0
2023-06,5318229131494,Austin,7346594218214,0,0.000,,,0,,,Online Store,Montrose,United States,15.000,0.000,0,0,0,0
2023-06,5314072510694,Glasgow,5055436718235,0,0.000,,,0,,,Online Store,Glasgow,International,0.000,0.000,0,0,0,0
2023-06,5314072510694,Glasgow,5055436718235,6129484398747,189.000,Wildflowers,Gift Collection,37806903853211,PCwildfB,Black,Online Store,Glasgow,International,189.000,0.000,1,1,1,1
2023-06,5295758409958,Moscow,7240492941542,0,0.000,,,0,,,Online Store,Moscow,International,15.000,0.000,0,0,0,0
2023-06,5295758409958,Moscow,7240492941542,6306570567,189.000,Balloon Over Paris Bridge,Gift Collection,32493118914698,PCballoB,Black,Online Store,Moscow,International,189.000,0.000,1,1,1,1
2023-06,5295758409958,Moscow,7240492941542,6203198151,189.000,Paris Morning,Gift Collection,32493273153674,PCparisB,Black,Online Store,Moscow,International,189.000,0.000,1,1,1,1
2023-06,5323201478886,Charlotte,7350819586278,0,0.000,,,0,,,Online Store,Charlotte,United States,0.000,0.000,0,0,0,0
2023-06,5323201478886,Charlotte,7350819586278,4826408681610,79.000,Jerusalem,Mini,33259121410186,MCjerusW,Wood,Online Store,Charlotte,United States,79.000,0.000,1,1,1,1
2023-06,5323201478886,Charlotte,7350819586278,4600669896842,189.000,Kotel,Gift Collection,32493256441994,PCkotelB,Black,Online Store,Charlotte,United States,189.000,0.000,1,1,1,1
2023-06,5305878348006,Fort Lee,5370158710939,4826366673034,79.000,Together,Mini,33258994925706,MCtogetB,Black,Online Store,League City,United States,79.000,0.000,1,1,1,1
2023-06,5305878348006,Fort Lee,5370158710939,0,0.000,,,0,,,Online Store,League City,United States,0.000,0.000,0,0,0,0
2023-06,5324885885158,Lawrence Township,3858920276123,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Philadelphia,United States,10.000,0.000,1,1,1,1
2023-06,5324885885158,Lawrence Township,3858920276123,4826526285962,79.000,Beginnings,Mini,33259441094794,MCbeginB,Black,Online Store,Philadelphia,United States,79.000,0.000,1,1,1,1
2023-07,5362842271974,Weddington,7390827577574,4973542113418,79.000,Medical superhero M,Mini,33582753906826,MCmsmLB,Black / Lighter,Online Store,Weddington,United States,79.000,0.000,1,1,1,1
2023-07,5356048941286,Key West,4097256161435,5280931414171,79.000,Small Things,Mini,34575590981787,MCsmallB,Black,Online Store,Key West,United States,79.000,0.000,1,1,1,1
2023-07,5331064488166,New City,7360073040102,4816366928010,79.000,Friendship,Mini,33233371463818,MCfrienB,Black,Online Store,New City,United States,79.000,0.000,1,1,1,1
2023-07,5367913480422,Brooklyn,5920203014374,0,0.000,,,0,,,Online Store,Brooklyn,United States,0.000,0.000,0,0,0,0
2023-07,5367841554662,Jerusalem,7395254370534,4600557273226,189.000,NY Jazz,Gift Collection,32493269909642,PCnyjazB,Black,Online Store,East Hampton,United States,189.000,0.000,1,1,1,1
2023-07,5333085323494,Miami,7361898610918,4826622394506,79.000,Sailing,Mini,33259725815946,MCsailiB,Black,Online Store,Miami,United States,79.000,0.000,1,1,1,1
2023-07,5364136149222,Mazarrón,7391797444838,0,0.000,,,0,,,Online Store,Mazarrón,International,0.000,0.000,0,0,0,0
2023-07,5333085323494,Miami,7361898610918,8145538744550,79.000,Jaffa,Mini,43661784678630,,Black,Online Store,Miami,United States,79.000,0.000,1,1,1,1
2023-07,5337450807526,Rockwall,4400689381531,4826582417546,79.000,Red Riding Hood,Mini,33259588878474,MCrrhB,Black,Online Store,Concord,United States,63.200,-15.800,1,1,1,1
2023-07,5332609138918,Nottingham,6591129321702,5906079547547,79.000,Tree of Orange Hearts,Mini,37053058285723,MCtoohW,Wood,Online Store,Walland,United States,79.000,0.000,1,1,1,1
2023-07,5345951514854,New York,6737462952166,0,0.000,,,0,,,Online Store,New York,United States,0.000,0.000,0,0,0,0
2023-07,5333085323494,Miami,7361898610918,0,0.000,,,0,,,Online Store,Miami,United States,0.000,0.000,0,0,0,0
2023-07,5366856024294,Dallas,7394400108774,0,0.000,,,0,,,Online Store,Dallas,United States,0.000,0.000,0,0,0,0
2023-07,5356048941286,Key West,4097256161435,0,0.000,,,0,,,Online Store,Key West,United States,15.000,0.000,0,0,0,0
2023-07,5361645355238,Daytona Beach,5390860845211,4605089349770,189.000,Child on Beach,Gift Collection,32493160071306,PCchildC,Cream,Online Store,Daytona Beach,United States,189.000,0.000,1,1,1,1
2023-07,5367841554662,Jerusalem,7395254370534,0,0.000,,,0,,,Online Store,East Hampton,United States,15.000,0.000,0,0,0,0
2023-07,5367841554662,Jerusalem,7395254370534,4612036624522,189.000,Jerusalem Prayer,Gift Collection,32492898451594,PCjerusB,Black,Online Store,East Hampton,United States,189.000,0.000,1,1,1,1
2023-07,5361645355238,Daytona Beach,5390860845211,0,0.000,,,0,,,Online Store,Daytona Beach,United States,0.000,0.000,0,0,0,0
2023-07,5337390678246,Bogota,6173248061670,5906123686043,79.000,Tree of Purple Hearts,Mini,37053196927131,MCtophB,Black,Online Store,Bogota,United States,63.200,-15.800,1,1,1,1
2023-07,5363878494438,Mazarrón,7391797444838,1474303557684,530.000,Moonlit Dancers,Classique,41153168965787,CCmoonlB,,Online Store,Mazarrón,International,0.000,-53.000,1,1,0,1
2023-07,5340062679270,Owings Mills,6544660332774,8226437955814,530.000,Your favorite Petite 4x larger,,43800461508838,,,Online Store,Owings Mills,United States,424.000,-106.000,1,1,1,1
2023-07,5349138071782,Lynn,7376700997862,6129484398747,189.000,Wildflowers,Gift Collection,37806903853211,PCwildfB,Black,Online Store,Lynn,United States,189.000,0.000,1,1,1,1
2023-07,5358137639142,Englewood,5966185234662,0,0.000,,,0,,,Online Store,Englewood,United States,15.000,0.000,0,0,0,0
2023-07,5366199419110,Denham Court,7393408876774,0,0.000,,,0,,,Online Store,Denham Court,International,0.000,0.000,0,0,0,0
2023-07,5363215859942,Tracy,7391155454182,5280927514779,79.000,Water Yourself,Mini,34575556771995,MCwateLB,Black,Online Store,Tracy,United States,79.000,0.000,1,1,1,1
2023-07,5331612860646,Ceresco,6567349453030,5906123686043,79.000,Tree of Purple Hearts,Mini,37053196992667,MCtophW,Wood,Online Store,Ceresco,United States,79.000,0.000,1,1,1,1
2023-07,5363994951910,Obermichelbach Rothenberg,7391856132326,4826366673034,79.000,Together,Mini,33258994925706,MCtogetB,Black,Online Store,Obermichelbach Rothenberg,International,71.100,-7.900,1,1,1,1
2023-07,5367913480422,Brooklyn,5920203014374,4806075023498,79.000,Bear,Mini,33210426556554,MCbearB,Black,Online Store,Brooklyn,United States,63.200,-15.800,1,1,1,1
2023-07,5337390678246,Bogota,6173248061670,4826366673034,79.000,Together,Mini,33258994925706,MCtogetB,Black,Online Store,Bogota,United States,63.200,-15.800,1,1,1,1
2023-07,5332609138918,Nottingham,6591129321702,0,0.000,,,0,,,Online Store,Walland,United States,0.000,0.000,0,0,0,0
2023-07,5363994951910,Obermichelbach Rothenberg,7391856132326,0,0.000,,,0,,,Online Store,Obermichelbach Rothenberg,International,0.000,0.000,0,0,0,0
2023-07,5337390678246,Bogota,6173248061670,5280927514779,79.000,Water Yourself,Mini,34575556771995,MCwateLB,Black,Online Store,Bogota,United States,63.200,-15.800,1,1,1,1
2023-07,5335661576422,Johannesburg,7364111466726,8226437955814,530.000,Your favorite Petite 4x larger,,43800461508838,,,Online Store,Johannesburg,International,371.000,-159.000,1,1,1,1
2023-07,5337390678246,Bogota,6173248061670,7543722442982,189.000,Giraffe Heart,Gift Collection,42287338324198,PCGiraffB,Black,Online Store,Bogota,United States,151.200,-37.800,1,1,1,1
2023-07,5363878494438,Mazarrón,7391797444838,0,0.000,,,0,,,Online Store,Mazarrón,International,0.000,0.000,0,0,0,0
2023-07,5337390678246,Bogota,6173248061670,6306615303,189.000,Tree of Life,Gift Collection,32493347307658,PCtreeoB,Black,Online Store,Bogota,United States,151.200,-37.800,1,1,1,1
2023-07,5349138071782,Lynn,7376700997862,0,0.000,,,0,,,Online Store,Lynn,United States,0.000,0.000,0,0,0,0
2023-07,5366856024294,Dallas,7394400108774,8145538744550,79.000,Jaffa,Mini,43661784678630,,Black,Online Store,Dallas,United States,79.000,0.000,1,1,1,1
2023-07,5366856024294,Dallas,7394400108774,4826638155914,79.000,Dove,Mini,33259773198474,MCdoveB,Black,Online Store,Dallas,United States,79.000,0.000,1,1,1,1
2023-07,5345951514854,New York,6737462952166,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,New York,United States,10.000,0.000,1,1,1,1
2023-07,5358137639142,Englewood,5966185234662,4826366673034,79.000,Together,Mini,33258994925706,MCtogetB,Black,Online Store,Englewood,United States,553.000,0.000,1,1,7,7
2023-07,5340062679270,Owings Mills,6544660332774,0,0.000,,,0,,,Online Store,Owings Mills,United States,0.000,0.000,0,0,0,0
2023-07,5363215859942,Tracy,7391155454182,0,0.000,,,0,,,Online Store,Tracy,United States,0.000,0.000,0,0,0,0
2023-07,5345951514854,New York,6737462952166,4826408681610,79.000,Jerusalem,Mini,33259121410186,MCjerusW,Wood,Online Store,New York,United States,79.000,0.000,1,1,1,1
2023-07,5331612860646,Ceresco,6567349453030,0,0.000,,,0,,,Online Store,Ceresco,United States,0.000,0.000,0,0,0,0
2023-07,5337450807526,Rockwall,4400689381531,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Concord,United States,8.000,-2.000,1,1,1,1
2023-07,5337390678246,Bogota,6173248061670,0,0.000,,,0,,,Online Store,Bogota,United States,0.000,0.000,0,0,0,0
2023-07,5367913480422,Brooklyn,5920203014374,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Brooklyn,United States,10.000,0.000,1,1,1,1
2023-07,5335661576422,Johannesburg,7364111466726,0,0.000,,,0,,,Online Store,Johannesburg,International,0.000,0.000,0,0,0,0
2023-07,5362842271974,Weddington,7390827577574,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Weddington,United States,10.000,0.000,1,1,1,1
2023-07,5366199419110,Denham Court,7393408876774,6129484398747,189.000,Wildflowers,Gift Collection,37806903853211,PCwildfB,Black,Online Store,Denham Court,International,166.320,-22.680,1,1,1,1
2023-07,5364136149222,Mazarrón,7391797444838,6179810823,189.000,Moonlight Dance,Gift Collection,32493353861258,PCmoonlB,Black,Online Store,Mazarrón,International,170.100,-18.900,1,1,1,1
