id,message,promotion_status,status_type,created_time,properties,post_clicks,post_clicks_by_type,post_impressions,post_impressions_unique,post_impressions_paid,post_impressions_paid_unique,post_impressions_fan,post_impressions_fan_unique,post_impressions_organic,post_impressions_organic_unique,post_impressions_viral,post_impressions_viral_unique,post_impressions_nonviral,post_impressions_nonviral_unique,post_video_avg_time_watched,post_video_complete_views_organic,post_video_complete_views_organic_unique,post_video_complete_views_paid,post_video_complete_views_paid_unique,post_video_retention_graph,post_video_retention_graph_clicked_to_play,post_video_retention_graph_autoplayed,post_video_views_organic,post_video_views_organic_unique,post_video_views_paid,post_video_views,post_video_social_actions_count_unique,post_activity_by_action_type_unique,post_reactions_like_total,post_reactions_love_total,post_reactions_wow_total,post_reactions_haha_total,post_reactions_sorry_total,post_reactions_anger_total,like,share,comment
124319427612935_4101621306549374,"What is the feeling the space you work in? 

Home or office, to work in a beautiful space increases our creativity, ability to learn and emotional wellbeing!

#decorateyouroffice #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",inactive,added_video,2021-03-14T16:58:42+0000,"[{'name': 'Length', 'text': '00:21'}]",58,"{'video play': 29, 'other clicks': 29}",1761,1591,0,0,918,820,1761,1591,44,43,1717,1543,5718.0,76,76,0,0,"{'0': 0.9935, '1': 0.9935, '2': 0.9951, '3': 0.9951, '4': 0.928, '5': 0.8101, '6': 0.6989, '7': 0.5745, '8': 0.5057, '9': 0.4632, '10': 0.4173, '11': 0.3617, '12': 0.3175, '13': 0.2733, '14': 0.239, '15': 0.2177, '16': 0.2079, '17': 0.1931, '18': 0.1653, '19': 0.1424, '20': 0.1326, '21': 0.1162, '22': 0.0998, '23': 0.09, '24': 0.0835}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 1, '5': 1, '6': 0.95, '7': 0.85, '8': 0.85, '9': 0.85, '10': 0.85, '11': 0.8, '12': 0.65, '13': 0.65, '14': 0.5, '15': 0.5, '16': 0.5, '17': 0.45, '18': 0.45, '19': 0.45, '20': 0.45, '21': 0.45, '22': 0.45, '23': 0.45, '24': 0.45}","{'0': 0.9932, '1': 0.9932, '2': 0.9949, '3': 0.9949, '4': 0.9255, '5': 0.8037, '6': 0.6904, '7': 0.5651, '8': 0.4941, '9': 0.4501, '10': 0.4027, '11': 0.3469, '12': 0.3063, '13': 0.2606, '14': 0.2301, '15': 0.2081, '16': 0.198, '17': 0.1844, '18': 0.1557, '19': 0.132, '20': 0.1218, '21': 0.1049, '22': 0.088, '23': 0.0778, '24': 0.0711}",611,563,0,611,30,"{'share': 2, 'like': 29, 'comment': 5}",19,10,0,0,0,0,29,2,5
124319427612935_4090518337659671,"Sometimes we can get transported to a memory, or even across the world to another city, just by looking at a beautiful painting. 

Detail from ""Cafe Des Fleurs""
25"" x 21"" x 2.5""
3 layers of glass and a lithograph. 

🌟free shipping worldwide🌟

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture",inactive,added_photos,2021-03-10T13:17:16+0000,,2,{'photo view': 2},52,49,0,0,23,20,52,49,17,14,35,35,,0,0,0,0,{},{},{},0,0,0,0,0,"{'like': 1, 'comment': 1}",51,36,0,0,0,0,87,5,8
124319427612935_4087487514629420,"A thank you gift for amazing medical staff! 

💪🥼🙏

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio",inactive,added_video,2021-03-09T09:24:09+0000,"[{'name': 'Length', 'text': '00:12'}]",61,"{'video play': 29, 'other clicks': 32}",1657,1460,0,0,837,731,1657,1460,40,40,1617,1438,5263.0,152,150,0,0,"{'0': 0.9982, '1': 0.9982, '2': 0.9982, '3': 0.9982, '4': 0.7786, '5': 0.6169, '6': 0.5044, '7': 0.4236, '8': 0.3796, '9': 0.3374, '10': 0.3076, '11': 0.2707, '12': 0.2443}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 0.9286, '5': 0.8571, '6': 0.8571, '7': 0.7857, '8': 0.7143, '9': 0.6429, '10': 0.6429, '11': 0.6429, '12': 0.5714}","{'0': 0.9982, '1': 0.9982, '2': 0.9982, '3': 0.9982, '4': 0.7748, '5': 0.6108, '6': 0.4955, '7': 0.4144, '8': 0.3712, '9': 0.3297, '10': 0.2991, '11': 0.2613, '12': 0.236}",569,539,0,569,27,"{'share': 3, 'like': 24, 'comment': 3}",18,7,0,0,0,0,24,3,3
124319427612935_4069508229760682,"Got the 🎶 going and painting up a 10th Man from our Grand Collection this morning ☀️🖌🎨

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture",inactive,added_video,2021-03-02T08:43:52+0000,"[{'name': 'Length', 'text': '00:17'}]",136,"{'video play': 37, 'other clicks': 99}",2411,2121,0,0,1148,988,2411,2121,357,324,2054,1830,12977.0,602,544,0,0,"{'0': 0.9896, '1': 0.9896, '2': 0.9904, '3': 0.9904, '4': 0.9506, '5': 0.8525, '6': 0.7919, '7': 0.7057, '8': 0.6635, '9': 0.6396, '10': 0.61, '11': 0.5877, '12': 0.5654, '13': 0.547, '14': 0.5399, '15': 0.5271, '16': 0.5032, '17': 0.4689, '18': 0.4482, '19': 0.433, '20': 0.4219}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 0.931, '5': 0.8966, '6': 0.8621, '7': 0.8276, '8': 0.7931, '9': 0.7586, '10': 0.7586, '11': 0.7586, '12': 0.7586, '13': 0.7586, '14': 0.7586, '15': 0.7586, '16': 0.7241, '17': 0.7241, '18': 0.6552, '19': 0.6552, '20': 0.5862}","{'0': 0.9894, '1': 0.9894, '2': 0.9902, '3': 0.9902, '4': 0.951, '5': 0.8514, '6': 0.7902, '7': 0.7029, '8': 0.6604, '9': 0.6367, '10': 0.6065, '11': 0.5837, '12': 0.5608, '13': 0.542, '14': 0.5347, '15': 0.5216, '16': 0.498, '17': 0.4629, '18': 0.4433, '19': 0.4278, '20': 0.418}",1254,1114,0,1254,87,"{'share': 14, 'like': 74, 'comment': 15}",41,31,2,1,0,0,75,14,22
124319427612935_4043797192331786,"Another story we just recieved that touched our ❤ about friendship. 

""My friend called first thing this morning. She was almost in tears. She was so delighted with our gift. I cant thank you enough. Due to age and circumstances, she has had to give away many art treasures, but I felt this would fit in with her downsized situation.""

- K.S. (Texas) 
She gifted ""Elephant"" from our Mini Collection

#friendship #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture",inactive,added_photos,2021-02-23T11:38:59+0000,,0,{},32,32,0,0,17,17,32,32,0,0,32,32,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 1},10,9,0,0,0,0,19,1,0
124319427612935_4038755582835947,"A love poem from mother to daughter ❤❤❤

All the time we get beautiful personal stories from our customers! This is a poem a mom wrote to her daughter to go with this ""air balloon"" Mini for as birthday present 🥳
It made us smile :) 

Up, Up & Away 
Today is your day
You are now sixteen 
So you are a queen 
You can have it your way 
And  just for today 
It's all about you!!
Then too..
Write up sixteen rules 
to use as tools 
For when you grow old 
You will always be bold 
Loved by all, but not told 
You cannot accomplish 
You're greatest wish 
To be you! 
Hooray! Hooray! 

#motheranddaughter #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",inactive,added_photos,2021-02-21T11:50:22+0000,,0,{},31,31,0,0,17,17,31,31,0,0,31,31,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 1},13,10,0,0,0,0,23,0,0
124319427612935_4026691294042376,"In the studio working on a Cranes painting! 😍
Getting those black lines thin! 🎨🖌

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",inactive,added_video,2021-02-16T15:10:09+0000,"[{'name': 'Length', 'text': '00:05'}]",46,"{'video play': 29, 'other clicks': 16, 'link clicks': 1}",1584,1424,0,0,727,643,1584,1424,0,0,1584,1424,6869.0,535,508,0,0,"{'0': 1, '1': 1, '2': 1, '3': 1, '4': 1, '5': 0.9985, '6': 0.9137, '7': 0.8363, '8': 0.7604}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 1, '5': 1, '6': 0.9667, '7': 0.9667, '8': 0.9667}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 1, '5': 0.9984, '6': 0.9112, '7': 0.8302, '8': 0.7508}",672,634,0,672,15,"{'share': 1, 'like': 13, 'comment': 2}",11,2,0,0,0,0,13,1,2
124319427612935_4024938174217688,,ineligible,mobile_status_update,2021-02-15T20:27:57+0000,,0,{},30,30,0,0,17,17,30,30,0,0,30,30,,0,0,0,0,{},{},{},0,0,0,0,0,"{'like': 1, 'comment': 1}",1,0,0,0,0,0,1,0,1
124319427612935_4015888418455997,"W O W ! 

We love getting to see what it's like when our customers receive our paintings! 

It was his birthday present 🥳
Thank you for sending us this @mayuri444 ! This was special for us to watch 😍

💫 free shipping worldwide 
💫 free personalizations! 

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",inactive,added_video,2021-02-12T09:16:06+0000,"[{'name': 'Length', 'text': '01:01'}]",102,"{'video play': 32, 'other clicks': 68, 'link clicks': 2}",1784,1623,0,0,927,825,1784,1623,35,35,1749,1593,16246.0,132,125,0,0,"{'0': 0.9905, '1': 0.9905, '2': 0.9917, '3': 0.7411, '4': 0.6123, '5': 0.5591, '6': 0.5071, '7': 0.4799, '8': 0.4492, '9': 0.4279, '10': 0.409, '11': 0.3842, '12': 0.3712, '13': 0.37, '14': 0.3593, '15': 0.3582, '16': 0.3534, '17': 0.3511, '18': 0.3522, '19': 0.3428, '20': 0.3156, '21': 0.292, '22': 0.2695, '23': 0.2447, '24': 0.2246, '25': 0.208, '26': 0.1868, '27': 0.1785, '28': 0.169, '29': 0.1596, '30': 0.1513, '31': 0.1454, '32': 0.1383, '33': 0.1288, '34': 0.1229, '35': 0.1182, '36': 0.1147, '37': 0.1123, '38': 0.1052, '39': 0.0957, '40': 0.0898}","{'0': 0.9667, '1': 0.9667, '2': 0.9667, '3': 0.9, '4': 0.8667, '5': 0.8667, '6': 0.8, '7': 0.8, '8': 0.8, '9': 0.8333, '10': 0.7667, '11': 0.7667, '12': 0.7, '13': 0.7, '14': 0.7, '15': 0.7, '16': 0.7, '17': 0.7, '18': 0.7, '19': 0.7, '20': 0.7, '21': 0.7, '22': 0.6667, '23': 0.6333, '24': 0.6333, '25': 0.5333, '26': 0.4667, '27': 0.4667, '28': 0.4333, '29': 0.4, '30': 0.4, '31': 0.3667, '32': 0.3667, '33': 0.3667, '34': 0.3667, '35': 0.3667, '36': 0.3667, '37': 0.3333, '38': 0.3, '39': 0.2333, '40': 0.2333}","{'0': 0.9914, '1': 0.9914, '2': 0.9926, '3': 0.7353, '4': 0.6029, '5': 0.5478, '6': 0.4963, '7': 0.4681, '8': 0.4363, '9': 0.413, '10': 0.3958, '11': 0.3701, '12': 0.3591, '13': 0.3578, '14': 0.3468, '15': 0.3456, '16': 0.3407, '17': 0.3382, '18': 0.3395, '19': 0.3297, '20': 0.3015, '21': 0.277, '22': 0.2549, '23': 0.2304, '24': 0.2096, '25': 0.1961, '26': 0.1765, '27': 0.1679, '28': 0.1593, '29': 0.1507, '30': 0.1422, '31': 0.1373, '32': 0.1299, '33': 0.1201, '34': 0.114, '35': 0.1091, '36': 0.1054, '37': 0.1042, '38': 0.098, '39': 0.0907, '40': 0.0846}",846,792,0,846,38,"{'share': 1, 'like': 36, 'comment': 7}",27,9,1,0,0,0,37,1,8
124319427612935_4013692905342215,"V A L E N T I N E S  D A Y SHIPPING OUT!
❤❤❤

#transformingartintolove #finearts #lifestyle #valentinesday #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",inactive,added_video,2021-02-11T12:20:50+0000,"[{'name': 'Length', 'text': '00:14'}]",29,"{'video play': 15, 'other clicks': 14}",1526,1384,0,0,763,669,1526,1384,10,10,1516,1374,5898.0,163,157,0,0,"{'0': 0.998, '1': 0.998, '2': 0.998, '3': 1, '4': 0.9145, '5': 0.7157, '6': 0.6123, '7': 0.5229, '8': 0.4891, '9': 0.4433, '10': 0.3956, '11': 0.3519, '12': 0.332, '13': 0.3181, '14': 0.2942, '15': 0.2763, '16': 0.2565}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 1, '5': 1, '6': 0.9231, '7': 0.8462, '8': 0.7692, '9': 0.7692, '10': 0.6923, '11': 0.6154, '12': 0.6154, '13': 0.6154, '14': 0.5385, '15': 0.4615, '16': 0.4615}","{'0': 0.998, '1': 0.998, '2': 0.998, '3': 1, '4': 0.9122, '5': 0.7082, '6': 0.6041, '7': 0.5143, '8': 0.4816, '9': 0.4347, '10': 0.3878, '11': 0.3449, '12': 0.3245, '13': 0.3102, '14': 0.2878, '15': 0.2714, '16': 0.251}",503,476,0,503,20,"{'share': 1, 'like': 17, 'comment': 4}",9,7,1,0,0,0,17,1,5
124319427612935_4003829872995185,"Our valentine's SALE is still happening! 
(But not for long) 

Buy 2, get 20% off EVERYTHING! 

🔥Free shipping worldwide🔥

#love #artgift #home #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor",inactive,added_photos,2021-02-07T14:54:32+0000,,1,{'photo view': 1},29,29,0,0,16,16,29,29,0,0,29,29,,0,0,0,0,{},{},{},0,0,0,0,0,"{'like': 1, 'comment': 1}",13,6,0,0,0,0,19,3,1
124319427612935_3990446647666841,"A beautiful detail from Promenade, one of our Limited Collection paintings! 
A couple dancing in a private clearing of lush forest 🌳🌳🌳 💃🕺🌳🌳🌳

Valentines day is coming! 

We have a SALE going on now so that you can buy something for yourself and someone else you ❤!

20% off everything when you buy 2 paintings! 

#dance #artsale #love #valentines #artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #contemporaryart #painting #artwork #instaart #israeliart #familystudio #iloveart #homedecor",inactive,added_photos,2021-02-02T12:05:04+0000,,0,{},27,27,0,0,15,15,27,27,0,0,27,27,,0,0,0,0,{},{},{},0,0,0,0,0,"{'like': 1, 'comment': 1}",22,15,1,0,0,0,38,3,2
124319427612935_3977710755607097,"T O D A Y!  A  N E W  G I F T! 

""Wildflowers"", our newest gift collection 🎁 painting! 

A story of wild beauty and mystery. 

💫free expedited shipping worldwide!💫

#adventure #magic #explore #girl #forest #perfectgift #familystudio#3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #instaart #israeliart #israeligift #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #specialgift #customizedgift #familyart",inactive,added_photos,2021-01-28T14:51:05+0000,,1,{'photo view': 1},27,27,0,0,15,15,27,27,0,0,27,27,,0,0,0,0,{},{},{},0,0,0,0,0,"{'like': 2, 'comment': 1}",17,14,0,0,0,0,31,1,8
124319427612935_3972091249502381,"💫A  N E W  G I F T💫
💫coming out this week!💫

This painting speaks of bravery and adventure and the wonderful and new things we get to encounter when we step into the unknown ❤

🔥Free shipping worldwide🔥

#artgift #home #finearts #girl #foresr #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor",inactive,added_video,2021-01-26T15:22:12+0000,"[{'name': 'Length', 'text': '00:30'}]",77,"{'video play': 23, 'other clicks': 53, 'link clicks': 1}",1519,1353,0,0,762,665,1519,1353,14,13,1505,1339,9470.0,98,92,0,0,"{'0': 0.9831, '1': 0.9831, '2': 0.9831, '3': 0.9831, '4': 0.9064, '5': 0.8098, '6': 0.6641, '7': 0.5951, '8': 0.5383, '9': 0.5077, '10': 0.4755, '11': 0.4433, '12': 0.3972, '13': 0.3681, '14': 0.339, '15': 0.3098, '16': 0.2883, '17': 0.2653, '18': 0.2454, '19': 0.2331, '20': 0.2224, '21': 0.2117, '22': 0.1948, '23': 0.1779, '24': 0.161, '25': 0.1488, '26': 0.1396, '27': 0.1273, '28': 0.1212, '29': 0.112, '30': 0.0997, '31': 0.0936, '32': 0.0874}","{'0': 0.9545, '1': 0.9545, '2': 0.9545, '3': 0.9545, '4': 0.9545, '5': 0.9545, '6': 0.8182, '7': 0.7727, '8': 0.7727, '9': 0.7727, '10': 0.7727, '11': 0.7727, '12': 0.7727, '13': 0.7727, '14': 0.7727, '15': 0.7727, '16': 0.7727, '17': 0.7727, '18': 0.6364, '19': 0.5455, '20': 0.5, '21': 0.4545, '22': 0.4545, '23': 0.4545, '24': 0.4091, '25': 0.4091, '26': 0.4091, '27': 0.4091, '28': 0.3636, '29': 0.3636, '30': 0.3636, '31': 0.3636, '32': 0.3636}","{'0': 0.9841, '1': 0.9841, '2': 0.9841, '3': 0.9841, '4': 0.9048, '5': 0.8048, '6': 0.6587, '7': 0.5889, '8': 0.5302, '9': 0.4984, '10': 0.4651, '11': 0.4317, '12': 0.3841, '13': 0.354, '14': 0.3238, '15': 0.2937, '16': 0.2714, '17': 0.2476, '18': 0.2317, '19': 0.2222, '20': 0.2127, '21': 0.2032, '22': 0.1857, '23': 0.1683, '24': 0.1524, '25': 0.1397, '26': 0.1302, '27': 0.1175, '28': 0.1127, '29': 0.1032, '30': 0.0905, '31': 0.0841, '32': 0.0778}",652,592,0,652,35,"{'share': 4, 'like': 32, 'comment': 5}",21,7,4,0,0,0,32,4,9
124319427612935_3955968514447988,"V A L E N T I N E ' S   S A L E! 
❤❤❤❤

Comin in hot! 🔥🔥🔥BUY 2, GET EVERYTHING 20% OFF!

As always, 
We are happy to make your gift extra personal for FREE, just let us know whose name or what date you want written INSIDE the painting! 

Free shipping worldwide! 

Spread the love 🧚‍♀️❤💫

#artsale #love #valentines #artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #instaart #israeliart #familystudio #artistlife #iloveart #homedec",inactive,added_photos,2021-01-20T18:31:41+0000,,0,{},25,25,0,0,13,13,25,25,0,0,25,25,,0,0,0,0,{},{},{},0,0,0,0,0,"{'like': 1, 'comment': 1}",5,2,0,0,0,0,7,0,3
124319427612935_3952981098080063,"A reminder that we are always sitting at the edge of our own world, looking out.

#meaningfulart #3dart #finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts # #3Dart #uniqueart #glass #painting #miniart #gift #girl #mushroom",inactive,added_photos,2021-01-19T15:13:10+0000,,0,{},23,23,0,0,12,12,23,23,0,0,23,23,,0,0,0,0,{},{},{},0,0,0,0,0,{},5,2,0,0,0,0,7,0,0
124319427612935_3934057329972440,"The perfect gift to inspire taking adventures together! 

❤
Every painting of ours tells a story! Our art isnt just beautiful, it's also personal and meaningful ❤

🔥Free shipping worldwide🔥

#love #artgift #home #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor",inactive,added_photos,2021-01-12T14:56:55+0000,,0,{},23,23,0,0,12,12,23,23,0,0,23,23,,0,0,0,0,{},{},{},0,0,0,0,0,{},9,1,0,0,0,0,10,1,0
124319427612935_3931278166917023,"🌟🌟🌟🌟🌟
""My sister and I got this painting as a present for our mother who always dreamed of visiting Venice...One year after my mother hung the painting on her wall, she traveled to precisely this spot in Venice. Sometimes artwork shapes reality!"" 

- Y.H. 

Thank you for the wonderful and touching review ❤

All our Gift Collection paintings are only 139$

🔥shipping is free 

#artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedeco",inactive,added_photos,2021-01-11T13:09:08+0000,,0,{},24,24,0,0,12,12,24,24,0,0,24,24,,0,0,0,0,{},{},{},0,0,0,0,0,{},20,9,0,0,0,0,29,0,6
124319427612935_3922696254441881,"Wanted to share with you the process 🙃 Working on a new Gift Collection! 
A new adventure is coming along! 

🧚‍♀️💫🌳🌳🌳💫

🔥 free shipping worldwide! 

#magicalart #finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #homedecor #gift #forest",inactive,added_video,2021-01-08T10:10:26+0000,"[{'name': 'Length', 'text': '00:21'}]",105,"{'video play': 45, 'other clicks': 60}",1785,1626,0,0,704,624,1785,1626,339,317,1446,1297,8281.0,195,190,0,0,"{'0': 0.9931, '1': 0.9945, '2': 0.9945, '3': 0.9917, '4': 0.9255, '5': 0.8483, '6': 0.7462, '7': 0.6662, '8': 0.6248, '9': 0.589, '10': 0.5393, '11': 0.5021, '12': 0.4703, '13': 0.44, '14': 0.4069, '15': 0.3724, '16': 0.3462, '17': 0.3241, '18': 0.3062, '19': 0.2966, '20': 0.2759, '21': 0.2634, '22': 0.2566, '23': 0.2469, '24': 0.2359}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 0.9756, '5': 0.9756, '6': 0.9268, '7': 0.9024, '8': 0.9024, '9': 0.9024, '10': 0.878, '11': 0.8537, '12': 0.8293, '13': 0.8293, '14': 0.7805, '15': 0.7561, '16': 0.7073, '17': 0.7073, '18': 0.6829, '19': 0.6829, '20': 0.6585, '21': 0.6098, '22': 0.5854, '23': 0.561, '24': 0.5122}","{'0': 0.9927, '1': 0.9942, '2': 0.9942, '3': 0.9912, '4': 0.9225, '5': 0.8406, '6': 0.7354, '7': 0.652, '8': 0.6082, '9': 0.5702, '10': 0.519, '11': 0.481, '12': 0.4488, '13': 0.4167, '14': 0.3845, '15': 0.3494, '16': 0.3246, '17': 0.3012, '18': 0.2836, '19': 0.2734, '20': 0.2529, '21': 0.2427, '22': 0.2368, '23': 0.2281, '24': 0.2193}",725,683,0,725,38,"{'share': 3, 'like': 33, 'comment': 7}",20,13,0,0,0,0,33,3,12
124319427612935_3920510384660468,"A close look at our Grand Collection painting ""Ahava""! 
Love the blues and yellows in the painting! They make each other glow!

This painting is not yet up on our website, so if you are interested in purchasing PM us!

🌟 free shipping worldwide! 🌟

#finearts #lifestyle #interiordesign #israel #culture # #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artgallery #instaart #israeliart #homedecor #jerusalem",inactive,added_video,2021-01-07T14:00:46+0000,"[{'name': 'Length', 'text': '00:28'}]",110,"{'video play': 39, 'other clicks': 68, 'link clicks': 3}",1701,1528,0,0,839,737,1701,1528,224,205,1477,1339,10308.0,175,155,0,0,"{'0': 0.9826, '1': 0.9813, '2': 0.9813, '3': 0.9826, '4': 0.8719, '5': 0.7886, '6': 0.6393, '7': 0.5659, '8': 0.5398, '9': 0.505, '10': 0.4714, '11': 0.4216, '12': 0.398, '13': 0.3756, '14': 0.347, '15': 0.3234, '16': 0.3047, '17': 0.291, '18': 0.2786, '19': 0.2674, '20': 0.2562, '21': 0.245, '22': 0.2326, '23': 0.2139, '24': 0.2077, '25': 0.1903, '26': 0.1766, '27': 0.1679, '28': 0.158}","{'0': 0.975, '1': 0.975, '2': 0.975, '3': 0.975, '4': 0.875, '5': 0.75, '6': 0.6, '7': 0.575, '8': 0.55, '9': 0.525, '10': 0.525, '11': 0.5, '12': 0.5, '13': 0.5, '14': 0.475, '15': 0.4, '16': 0.375, '17': 0.35, '18': 0.35, '19': 0.35, '20': 0.35, '21': 0.35, '22': 0.35, '23': 0.275, '24': 0.275, '25': 0.275, '26': 0.275, '27': 0.275, '28': 0.275}","{'0': 0.983, '1': 0.9817, '2': 0.9817, '3': 0.983, '4': 0.8717, '5': 0.7906, '6': 0.6414, '7': 0.5654, '8': 0.5393, '9': 0.5039, '10': 0.4686, '11': 0.4175, '12': 0.3927, '13': 0.3691, '14': 0.3403, '15': 0.3194, '16': 0.301, '17': 0.288, '18': 0.2749, '19': 0.2631, '20': 0.2513, '21': 0.2395, '22': 0.2264, '23': 0.2107, '24': 0.2042, '25': 0.1859, '26': 0.1715, '27': 0.1623, '28': 0.1518}",804,704,0,804,82,"{'share': 8, 'like': 75, 'comment': 10}",32,33,11,1,0,0,77,9,14
124319427612935_3913101708734669,"Some of the stories in our paintings are simple but we think through every detail.  

Our mini and gift collection paintings come perfectly packaged with a personalized note. 

🔥Free shipping worldwide🔥

#artgift #home #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor",inactive,added_photos,2021-01-04T14:35:58+0000,,1,{'photo view': 1},23,23,0,0,12,12,23,23,0,0,23,23,,0,0,0,0,{},{},{},0,0,0,0,0,{},10,6,0,0,0,0,16,1,0
124319427612935_3891455950899245,"These Mini Collection multicolored trees are bursting with love in 3 dimensions.

They Are A Reminder to Slow Down

When we are not rushing anywhere, 
When we engage with what is right in front of us, 
we experience the world as a more loving place. 

The world opens up when we are present, in the moment. 
Colors are brighter.",inactive,added_photos,2020-12-28T21:41:00+0000,,0,{},25,25,0,0,12,12,25,25,0,0,25,25,,0,0,0,0,{},{},{},0,0,0,0,0,{},11,5,0,0,0,0,16,0,0
